f,c1,c2
-1.895440693083502381e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.136277842722556608e+00,5.000000000000000000e+00,2.000000000000000000e+00
2.079730366973909117e+00,1.000000000000000000e+00,2.000000000000000000e+00
-8.240630335438601239e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.026655690407177079e+00,5.000000000000000000e+00,4.000000000000000000e+00
6.883528513649617153e-01,5.000000000000000000e+00,4.000000000000000000e+00
4.826486849828137138e-01,1.000000000000000000e+00,2.000000000000000000e+00
-4.783011262812142395e-01,1.000000000000000000e+00,4.000000000000000000e+00
-2.682153527163797513e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.053854208601836095e-01,1.000000000000000000e+00,2.000000000000000000e+00
-2.295579776573870856e-01,5.000000000000000000e+00,2.000000000000000000e+00
-5.567239352269707196e-03,1.000000000000000000e+00,2.000000000000000000e+00
1.318254814205607195e+00,5.000000000000000000e+00,4.000000000000000000e+00
-4.097347679611057503e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.159987073205702934e+00,1.000000000000000000e+00,2.000000000000000000e+00
-6.498778916183940713e-02,1.000000000000000000e+00,2.000000000000000000e+00
1.130848003065456853e+00,1.000000000000000000e+00,4.000000000000000000e+00
-2.198158432834605713e-01,1.000000000000000000e+00,2.000000000000000000e+00
-3.449266339207361365e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.792588290367318926e+00,5.000000000000000000e+00,2.000000000000000000e+00
-5.864140053085205029e-01,1.000000000000000000e+00,4.000000000000000000e+00
8.101327272552341086e-01,5.000000000000000000e+00,4.000000000000000000e+00
-2.371207325093621643e-02,1.000000000000000000e+00,4.000000000000000000e+00
-3.152700096397496599e-01,5.000000000000000000e+00,4.000000000000000000e+00
-6.450182066770334677e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.033405909061564598e+00,1.000000000000000000e+00,2.000000000000000000e+00
4.286834444539875388e-01,1.000000000000000000e+00,4.000000000000000000e+00
-9.186721619604694133e-01,1.000000000000000000e+00,2.000000000000000000e+00
7.249685943599510907e-01,5.000000000000000000e+00,4.000000000000000000e+00
-4.789962697788870960e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.513563028782532571e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.242279393491549255e+00,1.000000000000000000e+00,4.000000000000000000e+00
-2.240167463249706170e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.575697555348961387e+00,1.000000000000000000e+00,4.000000000000000000e+00
-8.901850545291781769e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.931150717062374733e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.270780382654526086e-01,5.000000000000000000e+00,2.000000000000000000e+00
-3.416760689195113554e-01,5.000000000000000000e+00,4.000000000000000000e+00
4.862260618302525761e-01,5.000000000000000000e+00,4.000000000000000000e+00
8.993995019528312485e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.081537736188410481e-01,1.000000000000000000e+00,4.000000000000000000e+00
-9.965993828646876329e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.334146609116200755e-01,1.000000000000000000e+00,2.000000000000000000e+00
-6.008745939340697229e-01,1.000000000000000000e+00,4.000000000000000000e+00
-2.972742305476475444e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.554719948147687686e-02,5.000000000000000000e+00,2.000000000000000000e+00
-1.198426114678377674e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.426973838119297566e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.156319534920373204e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.636484637302322964e+00,1.000000000000000000e+00,4.000000000000000000e+00
4.230007196985354767e-01,5.000000000000000000e+00,4.000000000000000000e+00
2.148608594445356457e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.312003399751110910e+00,5.000000000000000000e+00,4.000000000000000000e+00
2.884672081986282333e+00,5.000000000000000000e+00,4.000000000000000000e+00
2.555249601029617179e-01,5.000000000000000000e+00,2.000000000000000000e+00
-4.088599280820233162e-01,5.000000000000000000e+00,4.000000000000000000e+00
-5.852414979705693882e-02,5.000000000000000000e+00,4.000000000000000000e+00
1.196267961548569958e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.111830631739043174e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.505415576620371954e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.480757019316573386e-01,1.000000000000000000e+00,4.000000000000000000e+00
-2.999936446841746096e-01,5.000000000000000000e+00,4.000000000000000000e+00
-2.795140282943501253e-01,1.000000000000000000e+00,2.000000000000000000e+00
3.586984042912718107e-01,5.000000000000000000e+00,2.000000000000000000e+00
6.591805850178292792e-01,1.000000000000000000e+00,2.000000000000000000e+00
8.993167295176204279e-01,5.000000000000000000e+00,4.000000000000000000e+00
4.788467505874178798e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.000992493020542579e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.296733573423505537e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.528038745747924421e-01,1.000000000000000000e+00,4.000000000000000000e+00
-5.831525700466876350e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.229408292054889218e+00,1.000000000000000000e+00,4.000000000000000000e+00
2.923672167314274595e-01,5.000000000000000000e+00,2.000000000000000000e+00
4.262733337729843752e-01,1.000000000000000000e+00,2.000000000000000000e+00
6.574494623051707620e-02,1.000000000000000000e+00,4.000000000000000000e+00
1.161606063679889944e+00,1.000000000000000000e+00,4.000000000000000000e+00
-9.580129577316026657e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.370644053276917351e-01,1.000000000000000000e+00,2.000000000000000000e+00
-6.737586728810383008e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.869912064967304555e-01,5.000000000000000000e+00,2.000000000000000000e+00
8.433175268924906209e-01,5.000000000000000000e+00,2.000000000000000000e+00
2.279732967269675059e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.023895372897911660e+00,1.000000000000000000e+00,4.000000000000000000e+00
-6.903996763802948688e-01,5.000000000000000000e+00,2.000000000000000000e+00
8.123878591951817496e-01,5.000000000000000000e+00,2.000000000000000000e+00
-8.903678098644718375e-02,1.000000000000000000e+00,2.000000000000000000e+00
8.792952116160859255e-01,5.000000000000000000e+00,2.000000000000000000e+00
8.469213251878629500e-02,5.000000000000000000e+00,4.000000000000000000e+00
-6.534733314329270737e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.603683751785720313e+00,5.000000000000000000e+00,2.000000000000000000e+00
-2.283652388770472108e-01,1.000000000000000000e+00,2.000000000000000000e+00
-2.462425360623173576e-01,1.000000000000000000e+00,2.000000000000000000e+00
-2.168764632231386713e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.794893481666581525e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.337238397721695948e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.580628550309261193e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.001580049923645133e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.116118192295909028e-01,1.000000000000000000e+00,4.000000000000000000e+00
-3.716408704146012543e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.027545374990654015e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.472423174830130854e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.416704264058698648e+00,1.000000000000000000e+00,4.000000000000000000e+00
-6.153691440204759472e-02,1.000000000000000000e+00,4.000000000000000000e+00
-1.838279970766242055e+00,5.000000000000000000e+00,2.000000000000000000e+00
1.505006516583277332e+00,5.000000000000000000e+00,2.000000000000000000e+00
-1.489165692811115216e+00,5.000000000000000000e+00,2.000000000000000000e+00
2.313245698527461366e-03,1.000000000000000000e+00,4.000000000000000000e+00
-2.489631768974798764e-01,1.000000000000000000e+00,2.000000000000000000e+00
9.537606393973176999e-01,1.000000000000000000e+00,2.000000000000000000e+00
2.287017947026736664e+00,5.000000000000000000e+00,2.000000000000000000e+00
6.254940763582956045e-03,5.000000000000000000e+00,4.000000000000000000e+00
-5.484774395124107915e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.224624500925968307e-01,1.000000000000000000e+00,2.000000000000000000e+00
8.493190795655477521e-01,5.000000000000000000e+00,4.000000000000000000e+00
8.548504140637727677e-02,5.000000000000000000e+00,4.000000000000000000e+00
-2.588413229719027875e+00,5.000000000000000000e+00,4.000000000000000000e+00
4.610279080106212124e-01,5.000000000000000000e+00,4.000000000000000000e+00
-3.810678001897632727e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.115269293913229820e+00,1.000000000000000000e+00,4.000000000000000000e+00
-3.609901179752559863e-01,1.000000000000000000e+00,4.000000000000000000e+00
-2.433506527372859135e-02,1.000000000000000000e+00,2.000000000000000000e+00
3.388737083647828108e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.699626105611500015e-01,1.000000000000000000e+00,2.000000000000000000e+00
3.795012194116734877e-02,1.000000000000000000e+00,4.000000000000000000e+00
-1.220888194280275840e+00,5.000000000000000000e+00,2.000000000000000000e+00
7.170265963774984375e-01,1.000000000000000000e+00,4.000000000000000000e+00
4.915846668792480112e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.008310836493113261e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.756462944933336323e-01,5.000000000000000000e+00,2.000000000000000000e+00
-2.072676452583699369e+00,1.000000000000000000e+00,2.000000000000000000e+00
-3.830101534280739850e-01,5.000000000000000000e+00,4.000000000000000000e+00
6.900862667287190055e-02,1.000000000000000000e+00,2.000000000000000000e+00
-6.974500685763447283e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.130419785579326541e+00,5.000000000000000000e+00,4.000000000000000000e+00
-5.530034811375817982e-01,1.000000000000000000e+00,2.000000000000000000e+00
4.769164440814272488e-01,5.000000000000000000e+00,2.000000000000000000e+00
-4.590162504592800730e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.134823064027915995e+00,5.000000000000000000e+00,2.000000000000000000e+00
2.170009997334845508e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.985000747820654388e-01,5.000000000000000000e+00,2.000000000000000000e+00
-7.413791725679880207e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.188792521359973264e-01,5.000000000000000000e+00,2.000000000000000000e+00
-9.196910592364776482e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.541753860195964609e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.102761886817151815e+00,5.000000000000000000e+00,2.000000000000000000e+00
-4.103817086432087757e-01,5.000000000000000000e+00,2.000000000000000000e+00
-9.353275440955698405e-01,5.000000000000000000e+00,2.000000000000000000e+00
-2.087070258141062729e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.149784004809064619e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.449581266926628642e-01,5.000000000000000000e+00,4.000000000000000000e+00
-3.598249251195366205e-01,5.000000000000000000e+00,2.000000000000000000e+00
4.385817287411204052e-02,5.000000000000000000e+00,2.000000000000000000e+00
-5.260337591783490474e-01,5.000000000000000000e+00,2.000000000000000000e+00
-5.254898274308434925e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.235500998403328721e+00,5.000000000000000000e+00,4.000000000000000000e+00
2.051189539505117176e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.310561984527593760e+00,1.000000000000000000e+00,2.000000000000000000e+00
6.789234840368649770e-01,5.000000000000000000e+00,4.000000000000000000e+00
-7.098981689870761391e-01,1.000000000000000000e+00,2.000000000000000000e+00
-3.934156649543413820e-01,1.000000000000000000e+00,2.000000000000000000e+00
2.684926305763448151e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.502306501561040619e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.898570980345028358e+00,5.000000000000000000e+00,2.000000000000000000e+00
2.508421154265694925e-02,1.000000000000000000e+00,4.000000000000000000e+00
-1.255902941380541815e+00,5.000000000000000000e+00,4.000000000000000000e+00
6.273387227741663574e-01,5.000000000000000000e+00,4.000000000000000000e+00
4.703041934869322538e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.805240592540720446e+00,5.000000000000000000e+00,4.000000000000000000e+00
5.024676679860462514e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.640792173389424569e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.846795844592497349e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.265742791341496476e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.981034967309575068e+00,5.000000000000000000e+00,2.000000000000000000e+00
3.556321136380444781e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.036665887658173579e-01,5.000000000000000000e+00,4.000000000000000000e+00
-8.538211207693491289e-02,5.000000000000000000e+00,4.000000000000000000e+00
4.698133294507278457e-02,5.000000000000000000e+00,4.000000000000000000e+00
8.676003395613454128e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.246348292170570637e+00,1.000000000000000000e+00,4.000000000000000000e+00
-8.236101561479640676e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.160184923571520255e+00,5.000000000000000000e+00,2.000000000000000000e+00
6.315557161140420428e-01,5.000000000000000000e+00,2.000000000000000000e+00
4.180702890751010758e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.023664242940144797e+00,5.000000000000000000e+00,2.000000000000000000e+00
6.478474000315591862e-03,5.000000000000000000e+00,2.000000000000000000e+00
1.487970927300037882e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.340482687496844960e+00,5.000000000000000000e+00,2.000000000000000000e+00
-1.092774535317487139e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.483801532820235192e+00,1.000000000000000000e+00,4.000000000000000000e+00
2.966625944023374428e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.215914184832200373e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.935544323170997838e-02,5.000000000000000000e+00,4.000000000000000000e+00
-1.347765397747138882e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.273510657518087452e+00,1.000000000000000000e+00,4.000000000000000000e+00
-5.729650155805171563e-01,1.000000000000000000e+00,2.000000000000000000e+00
-3.710864428290361339e-01,5.000000000000000000e+00,2.000000000000000000e+00
6.730887839690196106e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.262224671657600883e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.184769741229770024e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.314035723330553518e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.229533750613279519e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.941927461635237107e+00,1.000000000000000000e+00,4.000000000000000000e+00
-6.601973194224842745e-01,5.000000000000000000e+00,2.000000000000000000e+00
-4.713788825487990053e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.184228615374635751e+00,5.000000000000000000e+00,2.000000000000000000e+00
-2.993862384864813819e-01,5.000000000000000000e+00,4.000000000000000000e+00
-9.491628280581343446e-02,5.000000000000000000e+00,2.000000000000000000e+00
1.356448239867066086e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.032438643939580514e+00,5.000000000000000000e+00,2.000000000000000000e+00
-4.331576428117102640e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.445578319671431355e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.725295756295042449e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.673115636919116911e+00,5.000000000000000000e+00,4.000000000000000000e+00
9.950945891470336369e-01,1.000000000000000000e+00,2.000000000000000000e+00
-8.226491868733991353e-02,1.000000000000000000e+00,4.000000000000000000e+00
-1.248776456950883684e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.060411071298026586e+00,5.000000000000000000e+00,4.000000000000000000e+00
3.760376152958015694e-02,1.000000000000000000e+00,2.000000000000000000e+00
1.149319222780518790e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.576362454173846350e+00,1.000000000000000000e+00,4.000000000000000000e+00
4.384511603166277305e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.176604863116877731e+00,5.000000000000000000e+00,2.000000000000000000e+00
5.664058938865110804e-01,1.000000000000000000e+00,4.000000000000000000e+00
-4.750384361937693978e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.782192924539657275e+00,5.000000000000000000e+00,2.000000000000000000e+00
1.911064807594487602e+00,1.000000000000000000e+00,4.000000000000000000e+00
-3.828153251032129778e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.037463827506695635e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.217188439248004128e+00,5.000000000000000000e+00,2.000000000000000000e+00
4.026683627156638634e-01,5.000000000000000000e+00,2.000000000000000000e+00
6.171248186692435134e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.158411207539552013e-01,5.000000000000000000e+00,2.000000000000000000e+00
4.897275626619361499e-02,1.000000000000000000e+00,4.000000000000000000e+00
-2.105382855259977593e+00,1.000000000000000000e+00,4.000000000000000000e+00
3.453785024863324504e-01,1.000000000000000000e+00,4.000000000000000000e+00
8.728621656490027636e-01,1.000000000000000000e+00,4.000000000000000000e+00
-9.523628492050865146e-01,5.000000000000000000e+00,4.000000000000000000e+00
-2.387234399762187820e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.944725613370591799e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.178487423210305751e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.999362066963660256e+00,1.000000000000000000e+00,4.000000000000000000e+00
-2.449649702683915353e-01,5.000000000000000000e+00,2.000000000000000000e+00
7.294025289081369767e-02,5.000000000000000000e+00,4.000000000000000000e+00
4.649059655811512148e-01,1.000000000000000000e+00,2.000000000000000000e+00
5.936723765386070495e-01,5.000000000000000000e+00,2.000000000000000000e+00
2.649784623824558150e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.833006940282251862e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.258239435976672427e+00,1.000000000000000000e+00,4.000000000000000000e+00
8.852879411008117705e-01,5.000000000000000000e+00,2.000000000000000000e+00
-6.199588716189834425e-01,1.000000000000000000e+00,4.000000000000000000e+00
-9.191065075170929966e-01,1.000000000000000000e+00,2.000000000000000000e+00
9.396796140271833006e-03,1.000000000000000000e+00,2.000000000000000000e+00
2.763405665909018927e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.288266089218844446e+00,1.000000000000000000e+00,4.000000000000000000e+00
8.800410993583611396e-02,1.000000000000000000e+00,4.000000000000000000e+00
4.036335478906367680e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.351774423754739107e+00,5.000000000000000000e+00,4.000000000000000000e+00
4.109782679006352968e-01,5.000000000000000000e+00,2.000000000000000000e+00
4.012800889629327683e-01,5.000000000000000000e+00,4.000000000000000000e+00
-4.638480126063359577e-01,5.000000000000000000e+00,4.000000000000000000e+00
2.129253957745370351e-01,5.000000000000000000e+00,2.000000000000000000e+00
-7.699803924664847532e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.462736690093787040e+00,1.000000000000000000e+00,4.000000000000000000e+00
-4.601946784404765678e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.182510378887971170e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.507718562278068997e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.507674546553456896e-01,1.000000000000000000e+00,4.000000000000000000e+00
6.180821989411624529e-01,1.000000000000000000e+00,2.000000000000000000e+00
-2.095312703689755196e+00,5.000000000000000000e+00,4.000000000000000000e+00
-2.045620392670899790e+00,5.000000000000000000e+00,4.000000000000000000e+00
4.767640124954136693e-02,5.000000000000000000e+00,4.000000000000000000e+00
-3.647470095083639174e-01,1.000000000000000000e+00,4.000000000000000000e+00
-2.973289047139534569e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.028036962972036089e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.686067899720165020e+00,5.000000000000000000e+00,2.000000000000000000e+00
5.071397391626034645e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.926970069366297333e-01,5.000000000000000000e+00,4.000000000000000000e+00
-2.869176128556135685e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.763657099646967152e+00,1.000000000000000000e+00,4.000000000000000000e+00
4.561323270504750171e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.110904030503364615e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.620473977876367710e+00,5.000000000000000000e+00,4.000000000000000000e+00
-5.066687957879706383e-01,1.000000000000000000e+00,4.000000000000000000e+00
5.608311646444949505e-02,5.000000000000000000e+00,2.000000000000000000e+00
1.065509849165514611e+00,1.000000000000000000e+00,4.000000000000000000e+00
8.811825338217891268e-01,1.000000000000000000e+00,4.000000000000000000e+00
2.874150874532604427e-01,1.000000000000000000e+00,4.000000000000000000e+00
5.312783280513635464e-01,1.000000000000000000e+00,4.000000000000000000e+00
9.045850776235656032e-02,1.000000000000000000e+00,2.000000000000000000e+00
-3.565717352551853736e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.648952681208134541e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.443591040156433136e+00,1.000000000000000000e+00,4.000000000000000000e+00
2.576184184580338488e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.950776650665076439e-01,5.000000000000000000e+00,4.000000000000000000e+00
4.908548729997405102e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.515372711225955626e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.455438234767884920e+00,5.000000000000000000e+00,4.000000000000000000e+00
-4.965083261909876144e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.870945468098126618e-01,1.000000000000000000e+00,2.000000000000000000e+00
9.563226651862269945e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.552039421182807022e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.724234182498884049e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.111917406727435942e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.780243894768390733e+00,1.000000000000000000e+00,2.000000000000000000e+00
-8.300673036988528430e-01,1.000000000000000000e+00,2.000000000000000000e+00
6.503569317791907389e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.192421054162705607e+00,5.000000000000000000e+00,4.000000000000000000e+00
-4.923101203485004684e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.027218712680422419e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.321732500715700809e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.760657233934956656e+00,5.000000000000000000e+00,2.000000000000000000e+00
6.203179119493705540e-02,1.000000000000000000e+00,2.000000000000000000e+00
9.772238944713222963e-01,1.000000000000000000e+00,4.000000000000000000e+00
8.150062426667211701e-01,5.000000000000000000e+00,2.000000000000000000e+00
1.621835677519247287e+00,5.000000000000000000e+00,2.000000000000000000e+00
-1.005270364194740917e+00,1.000000000000000000e+00,2.000000000000000000e+00
-3.083150859599183002e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.275691511620362872e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.719678151251522180e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.626314255596820191e+00,1.000000000000000000e+00,2.000000000000000000e+00
-1.522990107513482461e-01,5.000000000000000000e+00,4.000000000000000000e+00
8.375530877011354569e-01,1.000000000000000000e+00,2.000000000000000000e+00
-4.489928470587886689e-01,5.000000000000000000e+00,4.000000000000000000e+00
3.024377389561315188e-01,5.000000000000000000e+00,4.000000000000000000e+00
6.571214078535079217e-01,5.000000000000000000e+00,4.000000000000000000e+00
-1.882429696612601289e+00,1.000000000000000000e+00,4.000000000000000000e+00
1.306842187221173957e+00,5.000000000000000000e+00,4.000000000000000000e+00
-1.058849105372468014e+00,1.000000000000000000e+00,2.000000000000000000e+00
-4.726927155673484315e-01,5.000000000000000000e+00,4.000000000000000000e+00
-2.486056997899545706e+00,5.000000000000000000e+00,4.000000000000000000e+00
7.307678678020575191e-02,5.000000000000000000e+00,2.000000000000000000e+00
-1.742876469978198228e+00,1.000000000000000000e+00,2.000000000000000000e+00
-5.472804951818680680e-02,5.000000000000000000e+00,4.000000000000000000e+00
-7.797398613745931684e-01,1.000000000000000000e+00,4.000000000000000000e+00
3.844074305963618432e-01,1.000000000000000000e+00,2.000000000000000000e+00
3.852202186588454813e-01,5.000000000000000000e+00,4.000000000000000000e+00
-5.043015120586973321e-01,5.000000000000000000e+00,2.000000000000000000e+00
-5.556587361600461294e-01,5.000000000000000000e+00,2.000000000000000000e+00
6.170545944499761237e-01,5.000000000000000000e+00,4.000000000000000000e+00
-5.833682657011400874e-01,1.000000000000000000e+00,2.000000000000000000e+00
7.780799978073968948e-01,1.000000000000000000e+00,4.000000000000000000e+00
-9.421987328896520575e-01,1.000000000000000000e+00,2.000000000000000000e+00
-6.349238054694233968e-01,5.000000000000000000e+00,2.000000000000000000e+00
3.134402810085261670e-01,1.000000000000000000e+00,2.000000000000000000e+00
-7.091337085527530393e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.052986197941623292e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.347884470049477423e+00,5.000000000000000000e+00,4.000000000000000000e+00
5.336429100979069862e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.477208559603803151e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.616288107649219707e-01,5.000000000000000000e+00,4.000000000000000000e+00
2.073556822247966669e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.522353136528116657e+00,5.000000000000000000e+00,4.000000000000000000e+00
-7.198047215576501845e-01,1.000000000000000000e+00,2.000000000000000000e+00
9.406021323558790836e-01,5.000000000000000000e+00,4.000000000000000000e+00
1.176616274072895124e-01,1.000000000000000000e+00,2.000000000000000000e+00
-5.954989226396542046e-01,5.000000000000000000e+00,2.000000000000000000e+00
5.035417121423116371e-02,5.000000000000000000e+00,2.000000000000000000e+00
-3.413160339111494523e-01,5.000000000000000000e+00,4.000000000000000000e+00
-6.197798333532887616e-02,1.000000000000000000e+00,2.000000000000000000e+00
2.737979865755193476e-01,1.000000000000000000e+00,4.000000000000000000e+00
-6.624540352923375952e-01,1.000000000000000000e+00,4.000000000000000000e+00
8.263633711614765121e-01,1.000000000000000000e+00,4.000000000000000000e+00
-4.761703662105095658e-01,1.000000000000000000e+00,4.000000000000000000e+00
8.009435505730723159e-01,5.000000000000000000e+00,2.000000000000000000e+00
-5.345807383876558516e-01,1.000000000000000000e+00,4.000000000000000000e+00
-1.147314020502170351e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.228554605297113911e+00,5.000000000000000000e+00,4.000000000000000000e+00
-6.932076691232121890e-01,5.000000000000000000e+00,2.000000000000000000e+00
-6.473844898161005279e-01,1.000000000000000000e+00,2.000000000000000000e+00
-1.034260124697717664e+00,5.000000000000000000e+00,4.000000000000000000e+00
-3.712506860592321156e-02,5.000000000000000000e+00,2.000000000000000000e+00
-2.593984188483342002e-01,1.000000000000000000e+00,2.000000000000000000e+00
6.777880242248247589e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.476082574216446730e+00,1.000000000000000000e+00,4.000000000000000000e+00
-1.288752579919400176e+00,5.000000000000000000e+00,2.000000000000000000e+00
-2.543168982833502456e-01,1.000000000000000000e+00,4.000000000000000000e+00
1.295194727477693153e+00,5.000000000000000000e+00,2.000000000000000000e+00
-2.821288758404092434e-01,5.000000000000000000e+00,4.000000000000000000e+00
3.147664031013318597e-01,1.000000000000000000e+00,4.000000000000000000e+00
-7.363192955309910692e-01,5.000000000000000000e+00,2.000000000000000000e+00
2.503800370967441680e-01,5.000000000000000000e+00,2.000000000000000000e+00
-1.190416916564239758e-01,1.000000000000000000e+00,4.000000000000000000e+00
4.672355564675096523e-02,1.000000000000000000e+00,4.000000000000000000e+00
